run_id,experiment_id,system,workload,size,mode,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,tokens_checked,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,achieved_ns,hls_wall_s,hls_sum_job_s,vivado_total_s,synth_s,place_s,route_s,unrouted,roles,instances,report_paths,failure_reason
N1024_cosim,E2,SPMW folded radix-2 FFT,"1024-point complex FP32, 33 transforms a launch",1024,cosim,rtl_cosim,300,pass,True,4107,37902,33792,,,,,,,,,,,96.0,527.5,,,,,,11,11,reports/N1024_cosim,
N1024_pnr,E2,SPMW folded radix-2 FFT,"1024-point complex FP32, 33 transforms a launch",1024,pnr,pnr_ooc,300,pass,,,,,15423,35587,199,31,2,27,0,0.431,0.0,2.902,96.6,539.8,807.1,257.837,318.566,137.009,0,11,11,reports/N1024_pnr,
N128_cosim,E2,SPMW folded radix-2 FFT,"128-point complex FP32, 33 transforms a launch",128,cosim,rtl_cosim,300,pass,True,522,4749,4224,,,,,,,,,,,50.7,395.6,,,,,,8,8,reports/N128_cosim,
N128_pnr,E2,SPMW folded radix-2 FFT,"128-point complex FP32, 33 transforms a launch",128,pnr,pnr_ooc,300,pass,,,,,10930,25425,139,12,0,12,0,0.461,0.0,2.872,52.8,413.5,709.0,218.829,296.637,110.84,0,8,8,reports/N128_pnr,
N256_cosim,E2,SPMW folded radix-2 FFT,"256-point complex FP32, 33 transforms a launch",256,cosim,rtl_cosim,300,pass,True,1035,9486,8448,,,,,,,,,,,93.6,441.6,,,,,,9,9,reports/N256_cosim,
N256_pnr,E2,SPMW folded radix-2 FFT,"256-point complex FP32, 33 transforms a launch",256,pnr,pnr_ooc,300,pass,,,,,12361,28865,159,18,1,16,0,0.388,0.0,2.945,93.2,447.4,730.4,232.631,292.728,115.909,0,9,9,reports/N256_pnr,
N512_cosim,E2,SPMW folded radix-2 FFT,"512-point complex FP32, 33 transforms a launch",512,cosim,rtl_cosim,300,pass,True,2059,18958,16896,,,,,,,,,,,94.8,486.1,,,,,,10,10,reports/N512_cosim,
N512_pnr,E2,SPMW folded radix-2 FFT,"512-point complex FP32, 33 transforms a launch",512,pnr,pnr_ooc,300,pass,,,,,13864,32222,179,24,1,22,0,0.129,0.0,3.204,94.8,484.7,756.7,242.155,295.249,131.43,0,10,10,reports/N512_pnr,
