run_id,experiment_id,system,variant,M,d,groups,pe_count,dsp_count,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,cycles_per_query_row,lut,ff,dsp,bram_18k_equiv,uram,wns_ns,tns_ns,unrouted,hls_wall_s,total_wall_s,report_paths,failure_reason
hls_grouped_M64_cosim,E6,HLS baseline,hls_grouped,64,2,2,16,16,cosim,300,ok,True,,430,6.7188,,,,,,,,,27.94,86,reports/hls_grouped_M64_cosim/result.txt;reports/hls_grouped_M64_cosim/attention_pv_csynth.rpt;reports/hls_grouped_M64_cosim/attention_pv_cosim.rpt;reports/hls_grouped_M64_cosim/vitis_hls.log;reports/hls_grouped_M64_cosim/run.tcl,
hls_grouped_pnr_ooc_export,E6,HLS baseline,hls_grouped,all,2,2,16,16,pnr_ooc,300,ok,,,,,7062,6995,16,8,0,0.527,,,,1062,reports/hls_grouped_pnr_ooc_export/attention_pv_export.rpt;reports/hls_grouped_pnr_ooc_export/impl.log;reports/hls_grouped_pnr_ooc_export/impl_result.txt;reports/hls_grouped_pnr_ooc_export/impl.tcl;reports/hls_grouped_pnr_ooc_export/export_impl.rpt;reports/hls_grouped_pnr_ooc_export/export_syn.rpt,
hls_grouped_pnr_ooc_kernel,E6,HLS baseline,hls_grouped,all,2,2,16,16,pnr_ooc,300,ok,,,,,7070,6997,16,4,0,0.593,0.0,0,,456,reports/hls_grouped_pnr_ooc_kernel/result.txt;reports/hls_grouped_pnr_ooc_kernel/util.rpt;reports/hls_grouped_pnr_ooc_kernel/util_synth.rpt;reports/hls_grouped_pnr_ooc_kernel/timing.rpt;reports/hls_grouped_pnr_ooc_kernel/route.rpt;reports/hls_grouped_pnr_ooc_kernel/util_hier.rpt;reports/hls_grouped_pnr_ooc_kernel/vivado_pnr.log;reports/hls_grouped_pnr_ooc_kernel/pnr.tcl;reports/hls_grouped_pnr_ooc_kernel/clock.xdc,
hls_grouped_pnr_ooc_array,E6,HLS baseline,hls_grouped,all,2,2,16,16,pnr_ooc,300,ok,,,,,4046,3233,16,0,0,0.935,0.0,0,,503,reports/hls_grouped_pnr_ooc_array/result.txt;reports/hls_grouped_pnr_ooc_array/util.rpt;reports/hls_grouped_pnr_ooc_array/util_synth.rpt;reports/hls_grouped_pnr_ooc_array/timing.rpt;reports/hls_grouped_pnr_ooc_array/route.rpt;reports/hls_grouped_pnr_ooc_array/util_hier.rpt;reports/hls_grouped_pnr_ooc_array/vivado_pnr.log;reports/hls_grouped_pnr_ooc_array/pnr.tcl;reports/hls_grouped_pnr_ooc_array/clock.xdc,
hls_conventional_pnr_ooc_export,E6,HLS baseline,hls_conventional,all,2,1,16,16,pnr_ooc,300,ok,,,,,9413,9665,16,10,0,0.758,,,,1157,reports/hls_conventional_pnr_ooc_export/attention_pv_export.rpt;reports/hls_conventional_pnr_ooc_export/impl.log;reports/hls_conventional_pnr_ooc_export/impl_result.txt;reports/hls_conventional_pnr_ooc_export/impl.tcl;reports/hls_conventional_pnr_ooc_export/export_impl.rpt;reports/hls_conventional_pnr_ooc_export/export_syn.rpt,
hls_conventional_pnr_ooc_kernel,E6,HLS baseline,hls_conventional,all,2,1,16,16,pnr_ooc,300,ok,,,,,9411,9671,16,5,0,0.588,0.0,0,,515,reports/hls_conventional_pnr_ooc_kernel/result.txt;reports/hls_conventional_pnr_ooc_kernel/util.rpt;reports/hls_conventional_pnr_ooc_kernel/util_synth.rpt;reports/hls_conventional_pnr_ooc_kernel/timing.rpt;reports/hls_conventional_pnr_ooc_kernel/route.rpt;reports/hls_conventional_pnr_ooc_kernel/util_hier.rpt;reports/hls_conventional_pnr_ooc_kernel/vivado_pnr.log;reports/hls_conventional_pnr_ooc_kernel/pnr.tcl;reports/hls_conventional_pnr_ooc_kernel/clock.xdc,
hls_conventional_pnr_ooc_array,E6,HLS baseline,hls_conventional,all,2,1,16,16,pnr_ooc,300,ok,,,,,4422,3889,16,0,0,0.812,0.0,0,,445,reports/hls_conventional_pnr_ooc_array/result.txt;reports/hls_conventional_pnr_ooc_array/util.rpt;reports/hls_conventional_pnr_ooc_array/util_synth.rpt;reports/hls_conventional_pnr_ooc_array/timing.rpt;reports/hls_conventional_pnr_ooc_array/route.rpt;reports/hls_conventional_pnr_ooc_array/util_hier.rpt;reports/hls_conventional_pnr_ooc_array/vivado_pnr.log;reports/hls_conventional_pnr_ooc_array/pnr.tcl;reports/hls_conventional_pnr_ooc_array/clock.xdc,
hls_conventional_packed_pnr_ooc_export,E6,HLS baseline,hls_conventional_packedlanes,all,2,1,16,16,pnr_ooc,300,ok,,,,,9451,9828,16,22,0,0.503,,,,1046,reports/hls_conventional_packed_pnr_ooc_export/attention_pv_export.rpt;reports/hls_conventional_packed_pnr_ooc_export/impl.log;reports/hls_conventional_packed_pnr_ooc_export/impl_result.txt;reports/hls_conventional_packed_pnr_ooc_export/impl.tcl;reports/hls_conventional_packed_pnr_ooc_export/export_impl.rpt;reports/hls_conventional_packed_pnr_ooc_export/export_syn.rpt,
hls_conventional_packed_pnr_ooc_kernel,E6,HLS baseline,hls_conventional_packedlanes,all,2,1,16,16,pnr_ooc,300,ok,,,,,9452,9829,16,11,0,0.683,0.0,0,,548,reports/hls_conventional_packed_pnr_ooc_kernel/result.txt;reports/hls_conventional_packed_pnr_ooc_kernel/util.rpt;reports/hls_conventional_packed_pnr_ooc_kernel/util_synth.rpt;reports/hls_conventional_packed_pnr_ooc_kernel/timing.rpt;reports/hls_conventional_packed_pnr_ooc_kernel/route.rpt;reports/hls_conventional_packed_pnr_ooc_kernel/util_hier.rpt;reports/hls_conventional_packed_pnr_ooc_kernel/vivado_pnr.log;reports/hls_conventional_packed_pnr_ooc_kernel/pnr.tcl;reports/hls_conventional_packed_pnr_ooc_kernel/clock.xdc,
hls_conventional_packed_pnr_ooc_array,E6,HLS baseline,hls_conventional_packedlanes,all,2,1,16,16,pnr_ooc,300,ok,,,,,4375,3880,16,0,0,0.776,0.0,0,,408,reports/hls_conventional_packed_pnr_ooc_array/result.txt;reports/hls_conventional_packed_pnr_ooc_array/util.rpt;reports/hls_conventional_packed_pnr_ooc_array/util_synth.rpt;reports/hls_conventional_packed_pnr_ooc_array/timing.rpt;reports/hls_conventional_packed_pnr_ooc_array/route.rpt;reports/hls_conventional_packed_pnr_ooc_array/util_hier.rpt;reports/hls_conventional_packed_pnr_ooc_array/vivado_pnr.log;reports/hls_conventional_packed_pnr_ooc_array/pnr.tcl;reports/hls_conventional_packed_pnr_ooc_array/clock.xdc,
